scene_start,scene_end,audio_energy,motion_activity,speech_detected,score
2206.4666666666667,2212.6666666666665,549,746600,True,1098.0
2212.6666666666665,2221.866666666667,372,971006,True,744.0
2221.866666666667,2227.733333333333,1165,563745,True,2330.0
2227.733333333333,2230.8,820,436046,True,1640.0
2230.8,2237.733333333333,1145,867256,True,2290.0
2237.733333333333,2238.2666666666664,883,650424,True,1766.0
2238.2666666666664,2255.6666666666665,2590,1327917,True,5180.0
2255.6666666666665,2256.4666666666667,2239,347781,True,4478.0
2256.4666666666667,2260.866666666667,1947,652537,True,3894.0
2260.866666666667,2262.9333333333334,1428,467319,True,2856.0
2262.9333333333334,2263.6,688,213402,True,1376.0
2263.6,2264.4666666666667,2709,263621,True,5418.0
2264.4666666666667,2267.8,1587,605961,True,3174.0
2267.8,2270.2,1375,298966,True,2750.0
2270.2,2272.0,1236,236401,True,2472.0
2272.0,2272.733333333333,988,190711,True,1976.0
2272.733333333333,2275.0,1684,525228,True,3368.0
2275.0,2278.866666666667,1478,543537,True,2956.0
2278.866666666667,2281.133333333333,1281,252256,True,2562.0
2281.133333333333,2282.0666666666666,995,89718,True,1990.0
2282.0666666666666,2283.3333333333335,984,165134,True,1968.0
2283.3333333333335,2284.2666666666664,975,103848,True,1950.0
2284.2666666666664,2286.3333333333335,1022,187437,True,2044.0
2286.3333333333335,2287.0,1082,139072,True,2164.0
2287.0,2288.0666666666666,931,176057,True,1862.0
2288.0666666666666,2290.2,997,153123,True,1994.0
2290.2,2294.5333333333333,1251,437168,True,2502.0
2294.5333333333333,2302.4666666666667,1742,942134,True,3484.0
2302.4666666666667,2307.6666666666665,1208,568079,True,2416.0
2307.6666666666665,2314.3333333333335,942,869341,True,1884.0
2314.3333333333335,2316.6666666666665,1208,267951,True,2416.0
2316.6666666666665,2317.3333333333335,986,172416,True,1972.0
2317.3333333333335,2318.6,974,361281,True,1948.0
2318.6,2319.733333333333,1037,229073,True,2074.0
2319.733333333333,2322.133333333333,1061,408927,True,2122.0
2322.133333333333,2328.133333333333,765,832969,True,1530.0
2328.133333333333,2333.8,856,669696,True,1712.0
2333.8,2340.9333333333334,1537,631517,True,3074.0
2340.9333333333334,2341.6666666666665,1309,288796,True,2618.0
2341.6666666666665,2344.4666666666667,1040,569434,True,2080.0
2344.4666666666667,2345.8,1829,299245,True,3658.0
2345.8,2349.4,2053,247014,True,4106.0
2349.4,2350.2,1213,139349,True,2426.0
2350.2,2354.866666666667,1224,311496,True,2448.0
2354.866666666667,2357.9333333333334,1682,341160,True,3364.0
2357.9333333333334,2363.6666666666665,1642,369837,True,3284.0
2363.6666666666665,2365.0666666666666,1232,410576,False,2464.0
2365.0666666666666,2365.6666666666665,1681,198757,True,3362.0
2365.6666666666665,2367.0666666666666,1193,210287,True,2386.0
2367.0666666666666,2370.133333333333,1460,368945,True,2920.0
2370.133333333333,2373.0666666666666,1526,321573,True,3052.0
2373.0666666666666,2379.8,1543,642307,True,3086.0
2379.8,2385.2,903,788730,True,1806.0
2385.2,2392.866666666667,1179,1002126,True,2358.0
2392.866666666667,2395.8,942,509398,True,1884.0
2395.8,2408.866666666667,763,1313845,True,1526.0
2408.866666666667,2410.2,690,158527,True,1380.0
2410.2,2416.9333333333334,673,633552,False,1346.0
2416.9333333333334,2417.6666666666665,734,166948,True,1468.0
2417.6666666666665,2418.8,1407,263108,True,2814.0
2418.8,2420.5333333333333,1041,211861,True,2082.0
2420.5333333333333,2427.8,1099,739236,True,2198.0
2427.8,2428.3333333333335,666,88846,True,1332.0
2428.3333333333335,2431.0666666666666,1717,399776,True,3434.0
2431.0666666666666,2431.6,1538,120354,True,3076.0
2431.6,2433.0,1406,316069,True,2812.0
2433.0,2438.0666666666666,1515,693623,True,3030.0
2438.0666666666666,2439.133333333333,1303,199229,True,2606.0
2439.133333333333,2439.6666666666665,1188,75831,True,2376.0
2439.6666666666665,2440.6666666666665,1123,259182,True,2246.0
2440.6666666666665,2442.3333333333335,1987,256377,True,3974.0
2442.3333333333335,2444.5333333333333,1191,283069,True,2382.0
2444.5333333333333,2448.2666666666664,1327,562127,True,2654.0
2448.2666666666664,2451.4,1213,496511,True,2426.0
2451.4,2451.9333333333334,614,142114,True,1228.0
2451.9333333333334,2452.6666666666665,843,149816,True,1686.0
2452.6666666666665,2453.5333333333333,861,192346,True,1722.0
2453.5333333333333,2454.4666666666667,742,192324,False,1484.0
2454.4666666666667,2456.0,679,231979,True,1358.0
2456.0,2464.866666666667,877,851221,True,1754.0
2464.866666666667,2468.8,794,485445,True,1588.0
2468.8,2469.3333333333335,1020,70317,True,2040.0
2469.3333333333335,2472.4666666666667,778,231917,False,1556.0
2472.4666666666667,2474.4,5433,217297,True,10866.0
2474.4,2475.733333333333,5298,153996,True,10596.0
2475.733333333333,2476.2666666666664,2753,75166,True,5506.0
2476.2666666666664,2477.4666666666667,3206,111032,True,6412.0
2477.4666666666667,2478.0,745,159324,True,1490.0
2478.0,2480.0666666666666,1897,356003,True,3794.0
2480.0666666666666,2481.2,1909,226701,True,3818.0
2481.2,2482.0,1542,172111,True,3084.0
2482.0,2482.5333333333333,1118,91696,True,2236.0
2482.5333333333333,2484.133333333333,2043,337960,True,4086.0
2484.133333333333,2485.9333333333334,2219,285933,True,4438.0
2485.9333333333334,2488.866666666667,1627,481770,True,3254.0
2488.866666666667,2489.4,901,202472,True,1802.0
2489.4,2489.9333333333334,549,202738,True,1098.0
2489.9333333333334,2490.4666666666667,584,110741,True,1168.0
2490.4666666666667,2491.0,1583,107005,True,3166.0
2491.0,2491.5333333333333,2033,105825,True,4066.0
2491.5333333333333,2501.0333333333333,1869,162351,True,3738.0
